-1.962430956290870526e-03,8.458372135111996704e-03,1.837948220887752199e-02,2.709838414690025205e-02,3.394817719620103064e-02,3.839673371437003768e-02,4.011911140780957674e-02,3.918258305170564670e-02,3.566970169024440140e-02,2.978343814159623709e-02,2.195399959054226968e-02,1.268050327751822290e-02,2.561244183041766487e-03,-7.771250729110988978e-03,-1.778630696138279108e-02,-2.674198120371408180e-02,-3.393785225163674368e-02,-3.875202001457852402e-02,-4.074564982187754703e-02,-3.989704540464450444e-02,-3.625118122788101999e-02,-3.011899504785449030e-02,-2.195582082567345064e-02,-1.231119629927401871e-02
1.635948364653053762e-03,1.497734702141000768e-02,2.724729193069484051e-02,3.767053071126826719e-02,4.557448203383602375e-02,5.014543981013275253e-02,5.122272624491270437e-02,4.892777823145556121e-02,4.333437579032697190e-02,3.504417947359500518e-02,2.453378882983821285e-02,1.239119275466097486e-02,-6.513339297412566731e-04,-1.386756978112655553e-02,-2.638018130202101491e-02,-3.726528229301712125e-02,-4.571469430798599104e-02,-5.083555693616345628e-02,-5.224772426932680625e-02,-4.994513687847870059e-02,-4.414532563268055987e-02,-3.545072419851685169e-02,-2.442281759250520060e-02,-1.177873407522073840e-02
-1.665092509915475256e-03,1.522974169201427377e-02,3.104016462919561431e-02,4.462459238693188696e-02,5.505427338755658484e-02,6.155202009138877745e-02,6.366386264487988722e-02,6.158511489061418986e-02,5.552796320133357444e-02,4.603779893595102979e-02,3.368782078972711036e-02,1.908216299316990716e-02,3.011764563887703999e-03,-1.354962825977597610e-02,-2.955844280833757817e-02,-4.382241966459625437e-02,-5.510936463826415777e-02,-6.238762433909112587e-02,-6.504861354495200532e-02,-6.313729208285484562e-02,-5.686238514483107909e-02,-4.684117524365728757e-02,-3.374888115969051916e-02,-1.836636081068398346e-02
2.695110515244496935e-03,2.378736972497359770e-02,4.332274391941874636e-02,5.969884880232213115e-02,7.169909997822229708e-02,7.842061547944309541e-02,7.963761258303975188e-02,7.576206800383494810e-02,6.715641518885977213e-02,5.455261484914972203e-02,3.852782336764216942e-02,1.980304299481096264e-02,-6.193794060719987060e-04,-2.142666717815992772e-02,-4.140239976162971014e-02,-5.879798081119068376e-02,-7.201065511117930862e-02,-7.986098348384565448e-02,-8.182743397488195791e-02,-7.801923885661360414e-02,-6.893378703944623431e-02,-5.544228502325678626e-02,-3.826832766652854545e-02,-1.845422709415794199e-02
5.220903849137399980e-03,3.197462276543144855e-02,5.638142782425839550e-02,7.657921137694528868e-02,9.104710982817190712e-02,9.864536658698966343e-02,9.948016168872073073e-02,9.405299808864858724e-02,8.301947489585503881e-02,6.719065280590916234e-02,4.715941747925594951e-02,2.376755171069417152e-02,-1.988605950134371414e-03,-2.843967492992881263e-02,-5.361614907764514215e-02,-7.534757962924468200e-02,-9.167302375112311441e-02,-1.009744197745558736e-01,-1.027831752530834197e-01,-9.739573831651628100e-02,-8.556499738640571673e-02,-6.834592735887946857e-02,-4.671876498071032835e-02,-2.167084249179064906e-02
8.943757634110355466e-04,8.900177882159836934e-03,1.629340267618373597e-02,2.261706296699362434e-02,2.742289289156417398e-02,3.029896967435255495e-02,3.103799584492684949e-02,2.968678548392812699e-02,2.632837054942253202e-02,2.125738721792973587e-02,1.484970441992716772e-02,7.464148150465597757e-03,-5.105761393756191174e-04,-8.534050922890140667e-03,-1.605141906388101933e-02,-2.253375678392932624e-02,-2.748832500154190644e-02,-3.047943245325598904e-02,-3.132786175675662116e-02,-3.003745227491286252e-02,-2.664191271769086530e-02,-2.143867308602153202e-02,-1.481466717609467021e-02,-7.193146144914498025e-03
-1.002088706094054473e-03,9.217951656532052951e-03,1.884690454563006309e-02,2.722269834730361993e-02,3.375499020505548509e-02,3.791831382921714150e-02,3.941769054362766894e-02,3.821060674515695116e-02,3.442227470245914911e-02,2.836970918853814680e-02,2.052358350086578437e-02,1.138076432537482585e-02,1.402692690942081849e-03,-8.760540884020961289e-03,-1.844712399941655923e-02,-2.698172781986915569e-02,-3.374195855541488320e-02,-3.812841615274040891e-02,-3.980822858506725265e-02,-3.868499279008751068e-02,-3.483953348730385591e-02,-2.861509338741498668e-02,-2.054332370261548191e-02,-1.113515221065760480e-02
3.463135774547971332e-03,1.627762466688998169e-02,2.803632541787524218e-02,3.779949249154902768e-02,4.489411737201567942e-02,4.880726611023156192e-02,4.933165587894682708e-02,4.658168139574948852e-02,4.074033701287065740e-02,3.232063134237180002e-02,2.180926169204879667e-02,9.814981681752547177e-03,-2.902227965617686783e-03,-1.557763174002583899e-02,-2.739975835905278378e-02,-3.744108806363866115e-02,-4.492777845682831284e-02,-4.921200911325911143e-02,-4.997954202761307335e-02,-4.727166321121860360e-02,-4.126960479171710994e-02,-3.260337208421589666e-02,-2.178597128321530310e-02,-9.505863740447043769e-03
-5.194483013833485529e-04,1.597793692579613581e-02,3.155080086602523454e-02,4.494358593953989151e-02,5.512961730006554761e-02,6.132961136874445773e-02,6.318978934882443776e-02,6.081743074084883238e-02,5.447413098312505614e-02,4.471308721665885610e-02,3.213763396337247780e-02,1.741282030219089283e-02,1.375340110992471360e-03,-1.498857238146319298e-02,-3.063333671685507242e-02,-4.437441646075556551e-02,-5.507585681185974552e-02,-6.181904731452177171e-02,-6.409331690921002411e-02,-6.187772933610509452e-02,-5.537059641257877085e-02,-4.523271869503802528e-02,-3.215888310737705091e-02,-1.690786261903649140e-02
7.695322562522730536e-04,2.176458575370095183e-02,4.131605656309395025e-02,5.797086607147894366e-02,7.050939734725114594e-02,7.789887632281305985e-02,7.977334315379266960e-02,7.631180577241397645e-02,6.794354938603981708e-02,5.539066637824281020e-02,3.944353487618744436e-02,2.089098277401472969e-02,5.766825330874858491e-04,-2.020391347804623150e-02,-4.000489898914041248e-02,-5.724179919455626986e-02,-7.055191071989837248e-02,-7.873962799189838935e-02,-8.117032721692238328e-02,-7.785862354625151804e-02,-6.924704569921275032e-02,-5.608973108769386984e-02,-3.937813941643945187e-02,-2.007386184831028153e-02
